id,line_id,point_id,lat,lon
0,0,0,38.5282945400,-111.7517140000
1,0,1,38.5283128600,-111.7517140000
2,0,2,38.5283311800,-111.7516910000
3,0,3,38.5283495000,-111.7516910000
4,0,4,38.5283678100,-111.7516910000
5,0,5,38.5283861200,-111.7516910000
6,0,6,38.5284044500,-111.7516680000
7,0,7,38.5284227600,-111.7516680000
8,0,8,38.5284410700,-111.7516680000
9,0,9,38.5284593800,-111.7516680000
10,0,10,38.5284777100,-111.7516450000
11,0,11,38.5284960200,-111.7516450000
12,0,12,38.5284960200,-111.7516450000
13,0,13,38.5285143500,-111.7516210000
14,0,14,38.5285326700,-111.7515980000
15,0,15,38.5285509800,-111.7515980000
16,0,16,38.5285693100,-111.7515750000
17,0,17,38.5285876400,-111.7515510000
18,0,18,38.5286059600,-111.7515280000
19,0,19,38.5286242900,-111.7515050000
20,0,20,38.5286426000,-111.7515050000
21,0,21,38.5286609200,-111.7514810000
22,0,22,38.5286792500,-111.7514580000
23,0,23,38.5286792500,-111.7514580000
24,0,24,38.5286975700,-111.7514350000
25,0,25,38.5287159000,-111.7514120000
26,0,26,38.5287159100,-111.7513880000
27,0,27,38.5287342400,-111.7513650000
28,0,28,38.5287342400,-111.7513650000
29,0,29,38.5287342500,-111.7513420000
30,0,30,38.5287342600,-111.7513180000
31,0,31,38.5287525900,-111.7512950000
32,0,32,38.5287526000,-111.7512720000
33,0,33,38.5287526100,-111.7512480000
34,0,34,38.5287526100,-111.7512480000
35,0,35,38.5287709400,-111.7512250000
36,0,36,38.5287892600,-111.7512020000
37,0,37,38.5287892800,-111.7511790000
38,0,38,38.5288076000,-111.7511550000
39,0,39,38.5288259300,-111.7511320000
40,0,40,38.5288442500,-111.7511090000
41,0,41,38.5288442600,-111.7510850000
42,0,42,38.5288625900,-111.7510620000
43,0,43,38.5288625900,-111.7510620000
44,0,44,38.5288626000,-111.7510390000
45,0,45,38.5288443000,-111.7510150000
46,0,46,38.5288443200,-111.7509920000
47,0,47,38.5288443300,-111.7509690000
48,0,48,38.5288443400,-111.7509450000
49,0,49,38.5288260400,-111.7509220000
50,0,50,38.5288260500,-111.7508990000
51,0,51,38.5288260700,-111.7508760000
52,0,52,38.5288260800,-111.7508520000
53,0,53,38.5288077800,-111.7508290000
54,0,54,38.5288077900,-111.7508060000
55,0,55,38.5288078000,-111.7507820000
56,0,56,38.5288078000,-111.7507820000
57,0,57,38.5288078200,-111.7507590000
58,0,58,38.5287895200,-111.7507360000
59,0,59,38.5287895300,-111.7507120000
60,0,60,38.5287712300,-111.7506890000
61,0,61,38.5287712400,-111.7506660000
62,0,62,38.5287529400,-111.7506420000
63,0,63,38.5287529500,-111.7506190000
64,0,64,38.5287346500,-111.7505960000
65,0,65,38.5287346700,-111.7505720000
66,0,66,38.5287163700,-111.7505490000
67,0,67,38.5287163800,-111.7505260000
68,0,68,38.5287163800,-111.7505260000
69,0,69,38.5286980800,-111.7505020000
70,0,70,38.5286797800,-111.7504790000
71,0,71,38.5286797900,-111.7504560000
72,0,72,38.5286614900,-111.7504320000
73,0,73,38.5286431900,-111.7504090000
74,0,74,38.5286248900,-111.7503860000
75,0,75,38.5286065900,-111.7503620000
76,0,76,38.5286066000,-111.7503390000
77,0,77,38.5285883000,-111.7503160000
78,0,78,38.5285700000,-111.7502920000
79,0,79,38.5285700000,-111.7502920000
80,0,80,38.5285517000,-111.7502690000
81,0,81,38.5285334000,-111.7502460000
82,0,82,38.5285151000,-111.7502220000
83,0,83,38.5284968000,-111.7501990000
84,0,84,38.5284785000,-111.7501760000
85,0,85,38.5284602000,-111.7501520000
86,0,86,38.5284419000,-111.7501290000
87,0,87,38.5284419000,-111.7501290000
88,0,88,38.5284235900,-111.7501290000
89,0,89,38.5284052900,-111.7501060000
90,0,90,38.5283869800,-111.7501060000
91,0,91,38.5283686800,-111.7500820000
92,0,92,38.5283503700,-111.7500820000
93,0,93,38.5283320700,-111.7500590000
94,0,94,38.5283137500,-111.7500590000
95,0,95,38.5282954400,-111.7500590000
96,0,96,38.5282771400,-111.7500360000
97,0,97,38.5282588300,-111.7500360000
98,0,98,38.5282405300,-111.7500120000
99,0,99,38.5282222200,-111.7500120000
100,0,100,38.5282039200,-111.7499890000
101,0,101,38.5281856000,-111.7499890000
102,0,102,38.5281856000,-111.7499890000
103,0,103,38.5281672800,-111.7500120000
104,0,104,38.5281489500,-111.7500360000
105,0,105,38.5281306400,-111.7500360000
106,0,106,38.5281123200,-111.7500590000
107,0,107,38.5280939900,-111.7500820000
108,0,108,38.5280756700,-111.7501060000
109,0,109,38.5280573500,-111.7501060000
110,0,110,38.5280390300,-111.7501290000
111,0,111,38.5280390300,-111.7501290000
112,0,112,38.5280390200,-111.7501520000
113,0,113,38.5280206900,-111.7501750000
114,0,114,38.5280206800,-111.7501990000
115,0,115,38.5280023500,-111.7502220000
116,0,116,38.5280023400,-111.7502450000
117,0,117,38.5280023300,-111.7502690000
118,0,118,38.5279840000,-111.7502920000
119,0,119,38.5279839900,-111.7503150000
120,0,120,38.5279838500,-111.7505720000
121,0,121,38.5279838700,-111.7505480000
122,0,122,38.5279838800,-111.7505250000
123,0,123,38.5279838900,-111.7505020000
124,0,124,38.5279839000,-111.7504780000
125,0,125,38.5279839200,-111.7504550000
126,0,126,38.5279839300,-111.7504320000
127,0,127,38.5279839400,-111.7504090000
128,0,128,38.5279839500,-111.7503850000
129,0,129,38.5279839700,-111.7503620000
130,0,130,38.5279839800,-111.7503390000
131,0,131,38.5279839900,-111.7503150000
132,0,132,38.5279838500,-111.7505720000
133,0,133,38.5279655400,-111.7505720000
134,0,134,38.5279472300,-111.7505720000
135,0,135,38.5279289100,-111.7505720000
136,0,136,38.5279106000,-111.7505720000
137,0,137,38.5278922900,-111.7505720000
138,0,138,38.5278739800,-111.7505720000
139,0,139,38.5278556600,-111.7505720000
140,0,140,38.5278373500,-111.7505720000
141,0,141,38.5278190400,-111.7505720000
142,0,142,38.5278190400,-111.7505720000
143,0,143,38.5278007400,-111.7505480000
144,0,144,38.5277824300,-111.7505480000
145,0,145,38.5277641300,-111.7505250000
146,0,146,38.5277458100,-111.7505250000
147,0,147,38.5277275100,-111.7505020000
148,0,148,38.5277092000,-111.7505020000
149,0,149,38.5276909000,-111.7504780000
150,0,150,38.5276725900,-111.7504780000
151,0,151,38.5276542900,-111.7504550000
152,0,152,38.5276359800,-111.7504550000
153,0,153,38.5276359800,-111.7504550000
154,0,154,38.5276359900,-111.7504320000
155,0,155,38.5276176900,-111.7504080000
156,0,156,38.5276177000,-111.7503850000
157,0,157,38.5275994000,-111.7503620000
158,0,158,38.5275994100,-111.7503380000
159,0,159,38.5275994300,-111.7503150000
160,0,160,38.5275811300,-111.7502920000
161,0,161,38.5275811400,-111.7502680000
162,0,162,38.5275811400,-111.7502680000
163,0,163,38.5275811500,-111.7502450000
164,0,164,38.5275994800,-111.7502220000
165,0,165,38.5275994900,-111.7501980000
166,0,166,38.5275995000,-111.7501750000
167,0,167,38.5275995100,-111.7501520000
168,0,168,38.5276178400,-111.7501280000
169,0,169,38.5276178500,-111.7501050000
170,0,170,38.5276178600,-111.7500820000
171,0,171,38.5276178600,-111.7500820000
172,0,172,38.5276178800,-111.7500590000
173,0,173,38.5276178900,-111.7500350000
174,0,174,38.5276179000,-111.7500120000
175,0,175,38.5276179100,-111.7499890000
176,0,176,38.5276179300,-111.7499650000
177,0,177,38.5276179400,-111.7499420000
178,0,178,38.5276179500,-111.7499190000
179,0,179,38.5276179600,-111.7498950000
180,0,180,38.5276179800,-111.7498720000
181,0,181,38.5276179900,-111.7498490000
182,0,182,38.5276180000,-111.7498250000
183,0,183,38.5276180100,-111.7498020000
184,0,184,38.5276180300,-111.7497790000
185,0,185,38.5276180400,-111.7497550000
186,0,186,38.5276180400,-111.7497550000
187,0,187,38.5276180500,-111.7497320000
188,0,188,38.5276180600,-111.7497090000
189,0,189,38.5276180800,-111.7496860000
190,0,190,38.5276180900,-111.7496620000
191,0,191,38.5276181000,-111.7496390000
192,0,192,38.5276181100,-111.7496160000
193,0,193,38.5276181200,-111.7495920000
194,0,194,38.5276181400,-111.7495690000
195,0,195,38.5276181500,-111.7495460000
196,0,196,38.5276181600,-111.7495220000
197,0,197,38.5276181700,-111.7494990000
198,0,198,38.5276181700,-111.7494990000
199,0,199,38.5276364900,-111.7494990000
200,0,200,38.5276548100,-111.7494760000
201,0,201,38.5276731200,-111.7494760000
202,0,202,38.5276914500,-111.7494520000
203,0,203,38.5277097600,-111.7494520000
204,0,204,38.5277280700,-111.7494520000
205,0,205,38.5277464000,-111.7494290000
206,0,206,38.5277647100,-111.7494290000
207,0,207,38.5277647100,-111.7494290000
208,0,208,38.5277830200,-111.7494290000
209,0,209,38.5278013400,-111.7494290000
210,0,210,38.5278196400,-111.7494530000
211,0,211,38.5278379500,-111.7494530000
212,0,212,38.5278562600,-111.7494530000
213,0,213,38.5278745700,-111.7494530000
214,0,214,38.5278928700,-111.7494760000
215,0,215,38.5279111900,-111.7494760000
216,0,216,38.5279295000,-111.7494760000
217,0,217,38.5279295000,-111.7494760000
218,0,218,38.5279478100,-111.7494760000
219,0,219,38.5279661300,-111.7494760000
220,0,220,38.5279844400,-111.7494760000
221,0,221,38.5280027400,-111.7494990000
222,0,222,38.5280210500,-111.7494990000
223,0,223,38.5280393600,-111.7494990000
224,0,224,38.5280576800,-111.7494990000
225,0,225,38.5280759900,-111.7494990000
226,0,226,38.5280759900,-111.7494990000
227,0,227,38.5280943000,-111.7494990000
228,0,228,38.5281126300,-111.7494760000
229,0,229,38.5281309400,-111.7494760000
230,0,230,38.5281492500,-111.7494760000
231,0,231,38.5281675800,-111.7494530000
232,0,232,38.5281858900,-111.7494530000
233,0,233,38.5282042000,-111.7494530000
234,0,234,38.5282225100,-111.7494530000
235,0,235,38.5282408400,-111.7494300000
236,0,236,38.5282591500,-111.7494300000
237,0,237,38.5282591500,-111.7494300000
238,0,238,38.5282774600,-111.7494300000
239,0,239,38.5282957800,-111.7494300000
240,0,240,38.5283140900,-111.7494300000
241,0,241,38.5283324000,-111.7494300000
242,0,242,38.5283507100,-111.7494300000
243,0,243,38.5283690400,-111.7494060000
244,0,244,38.5283873500,-111.7494060000
245,0,245,38.5284056600,-111.7494060000
246,0,246,38.5284239800,-111.7494060000
247,0,247,38.5284422900,-111.7494060000
248,0,248,38.5284606000,-111.7494060000
249,0,249,38.5284606000,-111.7494060000
250,0,250,38.5284606100,-111.7493830000
251,0,251,38.5284789400,-111.7493600000
252,0,252,38.5284789500,-111.7493370000
253,0,253,38.5284789600,-111.7493130000
254,0,254,38.5284972900,-111.7492900000
255,0,255,38.5284973000,-111.7492670000
256,0,256,38.5284973100,-111.7492430000
257,0,257,38.5285156400,-111.7492200000
258,0,258,38.5285156500,-111.7491970000
259,0,259,38.5285156500,-111.7491970000
260,0,260,38.5285156600,-111.7491730000
261,0,261,38.5285339900,-111.7491500000
262,0,262,38.5285340000,-111.7491270000
263,0,263,38.5285340100,-111.7491030000
264,0,264,38.5285523400,-111.7490800000
265,0,265,38.5285523500,-111.7490570000
266,0,266,38.5285523600,-111.7490340000
267,0,267,38.5285523700,-111.7490100000
268,0,268,38.5285707000,-111.7489870000
269,0,269,38.5285707100,-111.7489640000
270,0,270,38.5285707100,-111.7489640000
271,0,271,38.5285890200,-111.7489640000
272,0,272,38.5286073300,-111.7489640000
273,0,273,38.5286256500,-111.7489640000
274,0,274,38.5286439700,-111.7489400000
275,0,275,38.5286622800,-111.7489400000
276,0,276,38.5286806000,-111.7489400000
277,0,277,38.5286989100,-111.7489400000
278,0,278,38.5287172200,-111.7489400000
279,0,279,38.5287172200,-111.7489400000
280,0,280,38.5287355500,-111.7489170000
281,0,281,38.5287538600,-111.7489170000
282,0,282,38.5287721800,-111.7488940000
283,0,283,38.5287905000,-111.7488940000
284,0,284,38.5288088200,-111.7488710000
285,0,285,38.5288271300,-111.7488710000
286,0,286,38.5288271300,-111.7488710000
287,0,287,38.5288454300,-111.7488940000
288,0,288,38.5288637300,-111.7489170000
289,0,289,38.5288820400,-111.7489410000
290,0,290,38.5288820200,-111.7489640000
291,0,291,38.5289003200,-111.7489870000
292,0,292,38.5289186200,-111.7490110000
293,0,293,38.5289186200,-111.7490110000
294,0,294,38.5289186100,-111.7490340000
295,0,295,38.5289186000,-111.7490570000
296,0,296,38.5289185900,-111.7490810000
297,0,297,38.5289185700,-111.7491040000
298,0,298,38.5289368700,-111.7491270000
299,0,299,38.5289368600,-111.7491500000
300,0,300,38.5289368500,-111.7491740000
301,0,301,38.5289368400,-111.7491970000
302,0,302,38.5289368300,-111.7492200000
303,0,303,38.5289368300,-111.7492200000
304,0,304,38.5289551300,-111.7492440000
305,0,305,38.5289551100,-111.7492670000
306,0,306,38.5289734100,-111.7492900000
307,0,307,38.5289734000,-111.7493140000
308,0,308,38.5289917000,-111.7493370000
309,0,309,38.5289916900,-111.7493600000
310,0,310,38.5290099900,-111.7493840000
311,0,311,38.5290099800,-111.7494070000
312,0,312,38.5290282800,-111.7494300000
313,0,313,38.5290282700,-111.7494540000
314,0,314,38.5290282700,-111.7494540000
315,0,315,38.5290465800,-111.7494540000
316,0,316,38.5290649000,-111.7494300000
317,0,317,38.5290832200,-111.7494300000
318,0,318,38.5291015300,-111.7494300000
319,0,319,38.5291198500,-111.7494070000
320,0,320,38.5291381700,-111.7494070000
321,0,321,38.5291564900,-111.7493840000
322,0,322,38.5291748000,-111.7493840000
323,0,323,38.5291931200,-111.7493840000
324,0,324,38.5292114400,-111.7493610000
325,0,325,38.5292297500,-111.7493610000
326,0,326,38.5292480700,-111.7493610000
327,0,327,38.5292663900,-111.7493370000
328,0,328,38.5292847000,-111.7493370000
329,0,329,38.5292847000,-111.7493370000
330,0,330,38.5293030300,-111.7493140000
331,0,331,38.5293213500,-111.7492910000
332,0,332,38.5293396800,-111.7492670000
333,0,333,38.5293396900,-111.7492440000
334,0,334,38.5293580100,-111.7492210000
335,0,335,38.5293763400,-111.7491970000
336,0,336,38.5293763400,-111.7491970000
337,0,337,38.5293763500,-111.7491740000
338,0,338,38.5293763600,-111.7491510000
339,0,339,38.5293946900,-111.7491280000
340,0,340,38.5293947000,-111.7491040000
341,0,341,38.5293947100,-111.7490810000
342,0,342,38.5293947300,-111.7490580000
343,0,343,38.5294130500,-111.7490340000
344,0,344,38.5294130600,-111.7490110000
345,0,345,38.5294130700,-111.7489880000
346,0,346,38.5294130700,-111.7489880000
347,0,347,38.5294313900,-111.7489880000
348,0,348,38.5294497100,-111.7489640000
349,0,349,38.5294680200,-111.7489640000
350,0,350,38.5294863400,-111.7489640000
351,0,351,38.5295046600,-111.7489410000
352,0,352,38.5295229700,-111.7489410000
353,0,353,38.5295229700,-111.7489410000
354,0,354,38.5295229900,-111.7489180000
355,0,355,38.5295413100,-111.7488950000
356,0,356,38.5295413200,-111.7488710000
357,0,357,38.5295413400,-111.7488480000
358,0,358,38.5295596600,-111.7488250000
359,0,359,38.5295596700,-111.7488010000
360,0,360,38.5295596800,-111.7487780000
361,0,361,38.5295780100,-111.7487550000
362,0,362,38.5295780200,-111.7487310000
363,0,363,38.5295780200,-111.7487310000
364,0,364,38.5295780300,-111.7487080000
365,0,365,38.5295780500,-111.7486850000
366,0,366,38.5295780600,-111.7486610000
367,0,367,38.5295780700,-111.7486380000
368,0,368,38.5295780800,-111.7486150000
369,0,369,38.5295780900,-111.7485920000
370,0,370,38.5295781100,-111.7485680000
371,0,371,38.5295781200,-111.7485450000
372,0,372,38.5295781300,-111.7485220000
373,0,373,38.5295781400,-111.7484980000
374,0,374,38.5295781600,-111.7484750000
375,0,375,38.5295781700,-111.7484520000
376,0,376,38.5295781800,-111.7484280000
377,0,377,38.5295781900,-111.7484050000
378,0,378,38.5295782000,-111.7483820000
379,0,379,38.5295782000,-111.7483820000
380,0,380,38.5295782200,-111.7483580000
381,0,381,38.5295965400,-111.7483350000
382,0,382,38.5295965500,-111.7483120000
383,0,383,38.5295965700,-111.7482880000
384,0,384,38.5295965800,-111.7482650000
385,0,385,38.5296149000,-111.7482420000
386,0,386,38.5296149100,-111.7482190000
387,0,387,38.5296149300,-111.7481950000
388,0,388,38.5296149400,-111.7481720000
389,0,389,38.5296332600,-111.7481490000
390,0,390,38.5296332700,-111.7481250000
391,0,391,38.5296332900,-111.7481020000
392,0,392,38.5296332900,-111.7481020000
393,0,393,38.5296333000,-111.7480790000
394,0,394,38.5296333100,-111.7480550000
395,0,395,38.5296333200,-111.7480320000
396,0,396,38.5296516500,-111.7480090000
397,0,397,38.5296516600,-111.7479850000
398,0,398,38.5296516700,-111.7479620000
399,0,399,38.5296516800,-111.7479390000
400,0,400,38.5296517000,-111.7479150000
401,0,401,38.5296517100,-111.7478920000
402,0,402,38.5296700300,-111.7478690000
403,0,403,38.5296700400,-111.7478460000
404,0,404,38.5296700600,-111.7478220000
405,0,405,38.5296700700,-111.7477990000
406,0,406,38.5296700700,-111.7477990000
407,0,407,38.5296700800,-111.7477760000
408,0,408,38.5296700900,-111.7477520000
409,0,409,38.5296701000,-111.7477290000
410,0,410,38.5296701200,-111.7477060000
411,0,411,38.5296701300,-111.7476820000
412,0,412,38.5296701400,-111.7476590000
413,0,413,38.5296701500,-111.7476360000
414,0,414,38.5296701600,-111.7476120000
415,0,415,38.5296701800,-111.7475890000
416,0,416,38.5296518800,-111.7475660000
417,0,417,38.5296518900,-111.7475420000
418,0,418,38.5296519000,-111.7475190000
419,0,419,38.5296519100,-111.7474960000
420,0,420,38.5296519200,-111.7474730000
421,0,421,38.5296519400,-111.7474490000
422,0,422,38.5296519500,-111.7474260000
423,0,423,38.5296519600,-111.7474030000
424,0,424,38.5296519700,-111.7473790000
425,0,425,38.5296519800,-111.7473560000
426,0,426,38.5296519800,-111.7473560000
427,0,427,38.5296519900,-111.7473330000
428,0,428,38.5296520100,-111.7473090000
429,0,429,38.5296520200,-111.7472860000
430,0,430,38.5296520300,-111.7472630000
431,0,431,38.5296520400,-111.7472390000
432,0,432,38.5296520500,-111.7472160000
433,0,433,38.5296520700,-111.7471930000
434,0,434,38.5296520800,-111.7471690000
435,0,435,38.5296520900,-111.7471460000
436,0,436,38.5296521000,-111.7471230000
437,0,437,38.5296521100,-111.7471000000
438,0,438,38.5296521300,-111.7470760000
439,0,439,38.5296521400,-111.7470530000
440,0,440,38.5296521500,-111.7470300000
441,0,441,38.5296521600,-111.7470060000
442,0,442,38.5296521700,-111.7469830000
443,0,443,38.5296521800,-111.7469600000
444,0,444,38.5296522000,-111.7469360000
445,0,445,38.5296522100,-111.7469130000
446,0,446,38.5296522200,-111.7468900000
447,0,447,38.5296522300,-111.7468660000
448,0,448,38.5296522400,-111.7468430000
449,0,449,38.5296522600,-111.7468200000
450,0,450,38.5296522700,-111.7467960000
451,0,451,38.5296339700,-111.7467730000
452,0,452,38.5296339800,-111.7467500000
453,0,453,38.5296339900,-111.7467270000
454,0,454,38.5296340000,-111.7467030000
455,0,455,38.5296340100,-111.7466800000
456,0,456,38.5296340300,-111.7466570000
457,0,457,38.5296340400,-111.7466330000
458,0,458,38.5296340500,-111.7466100000
459,0,459,38.5296340600,-111.7465870000
460,0,460,38.5296340700,-111.7465630000
461,0,461,38.5296340800,-111.7465400000
462,0,462,38.5296341000,-111.7465170000
463,0,463,38.5296341100,-111.7464930000
464,0,464,38.5296341200,-111.7464700000
465,0,465,38.5296341300,-111.7464470000
466,0,466,38.5296341400,-111.7464230000
467,0,467,38.5296341600,-111.7464000000
468,0,468,38.5296341700,-111.7463770000
469,0,469,38.5296341800,-111.7463540000
470,0,470,38.5296341900,-111.7463300000
471,0,471,38.5296342000,-111.7463070000
472,0,472,38.5296342100,-111.7462840000
473,0,473,38.5296342300,-111.7462600000
474,0,474,38.5296342400,-111.7462370000
475,0,475,38.5296342500,-111.7462140000
476,0,476,38.5296342500,-111.7462140000
477,0,477,38.5296159500,-111.7461900000
478,0,478,38.5296159600,-111.7461670000
479,0,479,38.5295976600,-111.7461440000
480,0,480,38.5295976700,-111.7461200000
481,0,481,38.5295793700,-111.7460970000
482,0,482,38.5295610700,-111.7460740000
483,0,483,38.5295610800,-111.7460500000
484,0,484,38.5295427800,-111.7460270000
485,0,485,38.5295244800,-111.7460040000
486,0,486,38.5295244900,-111.7459800000
487,0,487,38.5295061900,-111.7459570000
488,0,488,38.5295062000,-111.7459340000
489,0,489,38.5294879000,-111.7459100000
490,0,490,38.5294879000,-111.7459100000
491,0,491,38.5294696000,-111.7458870000
492,0,492,38.5294513000,-111.7458640000
493,0,493,38.5294330000,-111.7458400000
494,0,494,38.5294147000,-111.7458170000
495,0,495,38.5293964000,-111.7457940000
496,0,496,38.5293780900,-111.7457700000
497,0,497,38.5293597900,-111.7457470000
498,0,498,38.5293414900,-111.7457240000
499,0,499,38.5293414900,-111.7457240000
500,0,500,38.5293231900,-111.7457010000
501,0,501,38.5293048900,-111.7456770000
502,0,502,38.5292865800,-111.7456770000
503,0,503,38.5292682800,-111.7456540000
504,0,504,38.5292499800,-111.7456310000
505,0,505,38.5292316800,-111.7456070000
506,0,506,38.5292133600,-111.7456070000
507,0,507,38.5291950600,-111.7455840000
508,0,508,38.5291767600,-111.7455610000
509,0,509,38.5291767600,-111.7455610000
510,0,510,38.5291767700,-111.7455370000
511,0,511,38.5291767800,-111.7455140000
512,0,512,38.5291768000,-111.7454910000
513,0,513,38.5291768100,-111.7454670000
514,0,514,38.5291768200,-111.7454440000
515,0,515,38.5291768300,-111.7454210000
516,0,516,38.5291951500,-111.7453970000
517,0,517,38.5291951700,-111.7453740000
518,0,518,38.5291951800,-111.7453510000
519,0,519,38.5291951900,-111.7453270000
520,0,520,38.5291952000,-111.7453040000
521,0,521,38.5291952100,-111.7452810000
522,0,522,38.5291952200,-111.7452570000
523,0,523,38.5291952300,-111.7452340000
524,0,524,38.5291952300,-111.7452340000
525,0,525,38.5291769300,-111.7452110000
526,0,526,38.5291586200,-111.7452110000
527,0,527,38.5291403200,-111.7451870000
528,0,528,38.5291220200,-111.7451640000
529,0,529,38.5291037100,-111.7451640000
530,0,530,38.5290854100,-111.7451410000
531,0,531,38.5290671000,-111.7451170000
532,0,532,38.5290487900,-111.7451170000
533,0,533,38.5290304900,-111.7450940000
